class	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU_278"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_279"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_280"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	NA	NA
"OTU_281"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA
"OTU_282"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Dechloromonas"	NA
"OTU_283"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_284"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Azoarcus"	NA
"OTU_285"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_286"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_287"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Xylophilus"	NA
"OTU_288"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_289"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_290"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"SC-I-84"	NA	NA	NA
"OTU_291"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_292"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	NA	NA	NA
"OTU_293"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_294"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	NA	NA
"OTU_295"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_296"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_297"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_298"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae_(Subgroup_4)"	"RB41"	NA
"OTU_299"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_300"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Elev-16S-1332"	NA	NA
"OTU_301"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Acidimicrobiaceae"	"Ilumatobacter"	NA
"OTU_302"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Terrimonas"	NA
"OTU_303"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_304"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Parafilimonas"	NA
"OTU_305"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Devosia"	NA
"OTU_306"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_307"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_308"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_309"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU_310"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_311"	"Bacteria"	"Acidobacteria"	"Holophagae"	"Subgroup_10"	"ABS-19"	NA	NA
"OTU_312"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Microvirga"	NA
"OTU_313"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"TRA3-20"	NA	NA	NA
"OTU_314"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Azoarcus"	NA
"OTU_315"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Methylibium"	NA
"OTU_316"	"Bacteria"	"Acidobacteria"	"Subgroup_6"	NA	NA	NA	NA
"OTU_317"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_318"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Devosia"	NA
"OTU_319"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas"	NA
"OTU_320"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_321"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas"	NA
"OTU_322"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_323"	"Bacteria"	"Chloroflexi"	"Caldilineae"	"Caldilineales"	"Caldilineaceae"	NA	NA
"OTU_324"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_325"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	NA
"OTU_326"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_327"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"FFCH13075"	NA	NA
"OTU_328"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"H16"	NA
"OTU_329"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	NA	NA
"OTU_330"	"Bacteria"	"Actinobacteria"	"MB-A2-108"	NA	NA	NA	NA
"OTU_331"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Variibacter"	NA
"OTU_332"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ramlibacter"	NA
"OTU_333"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_334"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_335"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_336"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_337"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Acidimicrobiaceae"	"Ilumatobacter"	NA
"OTU_338"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_339"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ramlibacter"	NA
"OTU_340"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU_341"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_342"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Duganella"	NA
"OTU_343"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_344"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_345"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_346"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_347"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_348"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA	NA
"OTU_349"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_350"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_351"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	NA
"OTU_352"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	NA
"OTU_353"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	NA	NA
"OTU_354"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_355"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Adhaeribacter"	NA
"OTU_356"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ramlibacter"	NA
"OTU_357"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_358"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_359"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_360"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_361"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_362"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae_(Subgroup_4)"	"RB41"	NA
"OTU_363"	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"JG30-KF-CM45"	NA	NA	NA
"OTU_364"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_365"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_366"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Acidimicrobiaceae"	"Ilumatobacter"	NA
"OTU_367"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_368"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	NA
"OTU_369"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Dongia"	NA
"OTU_370"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Pedomicrobium"	NA
"OTU_371"	"Bacteria"	"Gemmatimonadetes"	"S0134_terrestrial_group"	NA	NA	NA	NA
"OTU_372"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_373"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_374"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Acidimicrobiaceae"	NA	NA
"OTU_375"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	NA	NA
"OTU_376"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA
"OTU_377"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	NA
"OTU_378"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	NA	NA
"OTU_379"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_380"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_381"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"H16"	NA
"OTU_382"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_383"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_384"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Methylophilales"	"Methylophilaceae"	NA	NA
"OTU_385"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Niastella"	NA
"OTU_386"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU_387"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_388"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_389"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"Pir4_lineage"	NA
"OTU_390"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_391"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	NA
"OTU_392"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_393"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_394"	"Bacteria"	"Acidobacteria"	"Holophagae"	"Subgroup_7"	NA	NA	NA
"OTU_395"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_396"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_397"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_398"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_399"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	NA
"OTU_400"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	NA	NA
"OTU_401"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Agromyces"	NA
"OTU_402"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Geobacteraceae"	"Geobacter"	NA
"OTU_403"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_404"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	NA	NA
"OTU_405"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_406"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"Tepidisphaeraceae"	NA	NA
"OTU_407"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	NA
"OTU_408"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Aminobacter"	NA
"OTU_409"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_410"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_411"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_412"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_413"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_414"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"TRA3-20"	NA	NA	NA
"OTU_415"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Terrimonas"	NA
"OTU_416"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA
"OTU_417"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	NA	NA
"OTU_418"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_419"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_420"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Azoarcus"	NA
"OTU_421"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU_422"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Terrimonas"	NA
"OTU_423"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_424"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_425"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_426"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_427"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	NA	NA
"OTU_428"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"MSB-1E8"	NA	NA
"OTU_429"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_430"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_431"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	NA
"OTU_432"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_433"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"Tepidisphaeraceae"	NA	NA
"OTU_434"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_435"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_436"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_437"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_438"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_439"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Parasegetibacter"	NA
"OTU_440"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_441"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_442"	"Bacteria"	"Chloroflexi"	"Caldilineae"	"Caldilineales"	"Caldilineaceae"	NA	NA
"OTU_443"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	NA
"OTU_444"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_445"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_446"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_447"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_448"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae_(Subgroup_4)"	"RB41"	NA
"OTU_449"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_450"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae_(Subgroup_4)"	"RB41"	NA
"OTU_451"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Elev-16S-1332"	NA	NA
"OTU_452"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_453"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Pseudarthrobacter"	NA
"OTU_454"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_455"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU_456"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	NA
"OTU_457"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_458"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	NA
"OTU_459"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_460"	"Bacteria"	"Actinobacteria"	"MB-A2-108"	NA	NA	NA	NA
"OTU_461"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_462"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_463"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Phycicoccus"	NA
"OTU_464"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_465"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Elev-16S-1332"	NA	NA
"OTU_466"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_467"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_468"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Saprospiraceae"	NA	NA
"OTU_469"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ideonella"	NA
"OTU_470"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_471"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_472"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_473"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Skermanella"	NA
"OTU_474"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Pseudarthrobacter"	NA
"OTU_475"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Xylophilus"	NA
"OTU_476"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_477"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_478"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_479"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"DUNssu044"	NA	NA
"OTU_480"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_481"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_482"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	NA	NA	NA	NA
"OTU_483"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Adhaeribacter"	NA
"OTU_484"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_485"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	NA
"OTU_486"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA
"OTU_487"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Vogesella"	NA
"OTU_488"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_489"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_490"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	NA
"OTU_491"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Microvirga"	NA
"OTU_492"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Ohtaekwangia"	NA
"OTU_493"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"	NA
"OTU_494"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	NA
"OTU_495"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_496"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_497"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_498"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_499"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	NA
"OTU_500"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	NA	NA	NA
"OTU_501"	"Bacteria"	"Actinobacteria"	"MB-A2-108"	NA	NA	NA	NA
"OTU_502"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_503"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_504"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	NA	NA
"OTU_505"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"DUNssu044"	NA	NA
"OTU_506"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_507"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_508"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	NA
"OTU_509"	"Bacteria"	"Actinobacteria"	"MB-A2-108"	NA	NA	NA	NA
"OTU_510"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_511"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_512"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_513"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_514"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_515"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_516"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	NA	NA	NA
"OTU_517"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"FFCH11085"	NA	NA
"OTU_518"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_519"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_520"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Adhaeribacter"	NA
"OTU_521"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"OTU_522"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_523"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_524"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OM1_clade"	NA	NA
"OTU_525"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Pseudarthrobacter"	NA
"OTU_526"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_527"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_528"	"Bacteria"	"Nitrospirae"	"Nitrospira"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	NA
"OTU_529"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Ohtaekwangia"	NA
"OTU_530"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_531"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_532"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	NA	NA
"OTU_533"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"SC-I-84"	NA	NA	NA
"OTU_534"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_535"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	"Mesorhizobium"	NA
"OTU_536"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_537"	"Eukaryota"	NA	NA	NA	NA	NA	NA
