class	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU_17"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_18"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_19"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_20"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_21"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_22"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_23"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_24"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_25"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_26"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_27"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_28"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_29"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_30"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_31"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_32"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_33"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_34"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_35"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_36"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_37"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_38"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_39"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_40"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_41"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_42"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_43"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_44"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_45"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_46"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Flavisolibacter"	NA
"OTU_47"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_48"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_49"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	NA
"OTU_50"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_51"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_52"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_53"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_54"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_55"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_56"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	NA
"OTU_57"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_58"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_59"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	NA	NA	NA
"OTU_60"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"FFCH11085"	NA	NA
"OTU_61"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_62"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_63"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_64"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_65"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_66"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_67"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_68"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_69"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA
"OTU_70"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_71"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU_72"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_73"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_74"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_75"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Flavisolibacter"	NA
"OTU_76"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_77"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Erythrobacteraceae"	"Croceicoccus"	NA
"OTU_78"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_79"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_80"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA
"OTU_81"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_82"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Duganella"	NA
"OTU_83"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_84"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	NA	NA
"OTU_85"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_86"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadales_Incertae_Sedis"	"Acidibacter"	NA
"OTU_87"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	NA	NA	NA
"OTU_88"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_89"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Pseudarthrobacter"	NA
"OTU_90"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_91"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_92"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Flavisolibacter"	NA
"OTU_93"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU_94"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_95"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_96"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_97"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_98"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_99"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"H16"	NA
"OTU_100"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_101"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_102"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_103"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA
"OTU_104"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_105"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_106"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	NA	NA
"OTU_107"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_108"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Geobacteraceae"	"Geobacter"	NA
"OTU_109"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Geobacteraceae"	"Geoalkalibacter"	NA
"OTU_110"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	NA
"OTU_111"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_112"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_113"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_114"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"OTU_115"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Novosphingobium"	NA
"OTU_116"	"Archaea"	"Thaumarchaeota"	"Soil_Crenarchaeotic_Group(SCG)"	NA	NA	NA	NA
"OTU_117"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_118"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_119"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	NA	NA	NA
"OTU_120"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_121"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	NA	NA
"OTU_122"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_123"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_124"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_125"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	NA
"OTU_126"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_127"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_128"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA
"OTU_129"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	NA
"OTU_130"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_131"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_132"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_133"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_134"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	NA
"OTU_135"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_136"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_137"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Flavisolibacter"	NA
"OTU_138"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_139"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	NA	NA
"OTU_140"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_141"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_142"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_143"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_144"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	NA	NA
"OTU_145"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_146"	"Eukaryota"	"Euglenozoa"	NA	NA	NA	NA	NA
"OTU_147"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_148"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	NA
"OTU_149"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_150"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_151"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_152"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"Tepidisphaeraceae"	NA	NA
"OTU_153"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_154"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_155"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ramlibacter"	NA
"OTU_156"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Hylemonella"	NA
"OTU_157"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OM1_clade"	NA	NA
"OTU_158"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_159"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_160"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_161"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_162"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_163"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_164"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	NA
"OTU_165"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_166"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_167"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_168"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_169"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_170"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA
"OTU_171"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	NA
"OTU_172"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_173"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA
"OTU_174"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Methylibium"	NA
"OTU_175"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_176"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"PHOS-HE51"	NA	NA
"OTU_177"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_178"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	NA	NA	NA
"OTU_179"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	NA	NA
"OTU_180"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae_(Subgroup_4)"	"RB41"	NA
"OTU_181"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Skermanella"	NA
"OTU_182"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	NA	NA
"OTU_183"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_184"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_185"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"FFCH11085"	NA	NA
"OTU_186"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU_187"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_188"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_189"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Niastella"	NA
"OTU_190"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_191"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	NA	NA	NA
"OTU_192"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_193"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadales_Incertae_Sedis"	"Acidibacter"	NA
"OTU_194"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_195"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	NA
"OTU_196"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_197"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_198"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	NA
"OTU_199"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae_(Subgroup_4)"	"RB41"	NA
"OTU_200"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_201"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_202"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_203"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Azohydromonas"	NA
"OTU_204"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Phyllobacteriaceae"	NA	NA
"OTU_205"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_206"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"TRA3-20"	NA	NA	NA
"OTU_207"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Pseudarthrobacter"	NA
"OTU_208"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_209"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_210"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	NA	NA
"OTU_211"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_212"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_213"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadales_Incertae_Sedis"	"Steroidobacter"	NA
"OTU_214"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Rhizobium"	NA
"OTU_215"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_216"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_217"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_218"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA
"OTU_219"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	NA	NA
"OTU_220"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	NA	NA
"OTU_221"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Variibacter"	NA
"OTU_222"	"Bacteria"	"Gemmatimonadetes"	"Longimicrobia"	"Longimicrobiales"	"Longimicrobiaceae"	NA	NA
"OTU_223"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_224"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_225"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	NA	NA	NA
"OTU_226"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Microvirga"	NA
"OTU_227"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_228"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_229"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Dongia"	NA
"OTU_230"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_231"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	NA	NA
"OTU_232"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_233"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_234"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	NA	NA
"OTU_235"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	NA
"OTU_236"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_237"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Novosphingobium"	NA
"OTU_238"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_239"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Actinoplanes"	NA
"OTU_240"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_241"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rubellimicrobium"	NA
"OTU_242"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_243"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_244"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Saprospiraceae"	NA	NA
"OTU_245"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Methylophilales"	"Methylophilaceae"	"Methylobacillus"	NA
"OTU_246"	"Bacteria"	"Saccharibacteria"	NA	NA	NA	NA	NA
"OTU_247"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_248"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_249"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	NA
"OTU_250"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_251"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"	NA
"OTU_252"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_253"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_254"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_255"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_256"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"H16"	NA
"OTU_257"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_258"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_259"	"Bacteria"	"Chloroflexi"	"Gitt-GS-136"	NA	NA	NA	NA
"OTU_260"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_261"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ramlibacter"	NA
"OTU_262"	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Elev-16S-1332"	NA	NA
"OTU_263"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_264"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_265"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_266"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_267"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_268"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"OTU_269"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_270"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"	NA
"OTU_271"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_272"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Microvirga"	NA
"OTU_273"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_274"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_275"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA
"OTU_276"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU_277"	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae_(Subgroup_4)"	"RB41"	NA
